8,1558,91,1845,0
6,922,90,1225,0
9,1234,83,1491,0
9,428,92,711,0
9,1200,85,1457,0
1,1572,55,1876,0
9,62,60,297,0
5,1243,86,1520,0
8,1547,59,1833,0
9,367,86,729,0
7,399,75,759,0
6,1390,82,1598,0
7,332,51,607,0
8,388,73,625,0
3,758,67,1096,0
9,224,71,447,0
5,1431,97,1648,0
0,859,76,1184,0
2,794,84,1132,0
3,1577,95,1955,0
0,109,66,459,0
6,485,99,690,0
8,1178,82,1464,0
2,610,65,937,0
9,906,100,1263,0
9,1497,71,1716,0
2,713,80,1010,0
3,1361,66,1708,0
5,621,51,891,0
4,1081,86,1453,0
7,948,67,1209,0
4,263,76,598,0
3,539,94,815,0
8,1122,84,1448,0
0,1424,96,1726,0
5,829,83,1019,0
4,83,79,312,0
4,553,62,909,0
4,446,90,737,0
4,325,93,639,0
4,357,75,587,0
5,252,88,477,0
0,771,87,1075,0
7,1548,77,1769,0
7,860,54,1057,0
1,629,75,955,0
3,1569,99,1799,0
1,1272,85,1556,0
5,1498,71,1812,0
6,20,69,241,0
