19,470,74,950,316
18,536,64,997,316
7,569,67,1046,316
7,589,91,1107,316
16,436,77,913,316
7,376,93,865,316
18,504,79,1013,316
19,626,67,1128,316
1,507,50,1022,316
12,320,68,759,316
16,390,50,859,316
7,602,65,1109,316
7,478,91,939,316
5,617,63,1064,316
11,587,84,1058,316
8,553,76,1016,316
10,556,76,1040,316
9,344,74,787,316
10,601,77,1085,316
10,550,96,1069,316
12,692,66,1136,632
5,738,90,1193,632
19,890,88,1403,632
9,800,78,1309,632
3,811,90,1317,632
6,914,80,1423,632
1,749,76,1232,632
7,714,94,1228,632
11,916,90,1356,632
6,687,64,1138,632
18,672,67,1131,632
18,745,59,1221,632
5,818,61,1290,632
12,788,81,1233,632
2,740,97,1212,632
3,785,87,1226,632
15,661,90,1127,632
8,800,91,1253,632
2,947,71,1449,632
7,821,54,1282,632
5,1192,76,1684,948
18,1039,97,1502,948
11,1228,73,1723,948
14,1262,53,1770,948
13,1156,60,1649,948
18,1052,87,1550,948
18,1023,80,1531,948
18,1209,55,1671,948
13,1074,59,1565,948
6,1081,66,1567,948
12,1167,85,1671,948
5,955,92,1385,948
14,1020,59,1511,948
15,1012,78,1513,948
14,982,67,1502,948
5,1075,76,1573,948
6,1203,74,1631,948
2,1097,60,1616,948
7,1100,91,1596,948
0,1215,75,1671,948
10,1418,57,1872,1264
12,1443,92,1919,1264
0,1348,73,1805,1264
15,1491,50,1986,1264
5,1483,92,1912,1264
7,1351,57,1846,1264
13,1283,95,1747,1264
17,1521,90,2015,1264
8,1580,67,2073,1264
15,1468,89,1978,1264
1,1399,70,1861,1264
3,1298,89,1748,1264
15,1376,73,1826,1264
4,1491,68,1978,1264
5,1498,72,1952,1264
17,1440,52,1896,1264
16,1320,56,1840,1264
16,1469,65,1925,1264
8,1504,70,2019,1264
6,1307,92,1790,1264
6,1880,71,2310,1580
2,1736,64,2231,1580
0,1759,98,2196,1580
13,1829,55,2268,1580
2,1782,87,2214,1580
19,1776,94,2234,1580
16,1672,60,2112,1580
5,1761,60,2195,1580
5,1780,97,2284,1580
13,1658,55,2153,1580
7,1594,59,2048,1580
7,1673,57,2173,1580
10,1783,89,2282,1580
19,1683,89,2197,1580
16,1791,95,2273,1580
17,1830,74,2284,1580
19,1686,73,2169,1580
18,1842,77,2283,1580
5,1880,92,2333,1580
18,1720,68,2151,1580
14,2112,70,2611,1896
5,2056,86,2491,1896
19,2152,95,2661,1896
17,2047,65,2565,1896
12,2042,52,2484,1896
12,2136,55,2638,1896
14,2045,96,2474,1896
8,2023,51,2460,1896
16,1968,74,2435,1896
17,2106,71,2595,1896
10,1956,61,2476,1896
5,1977,52,2459,1896
7,2131,85,2603,1896
7,1923,91,2427,1896
19,2039,90,2547,1896
0,2154,94,2609,1896
15,2202,51,2641,1896
12,2200,52,2692,1896
1,2098,73,2567,1896
0,2012,71,2453,1896
19,2298,81,2787,2212
10,2461,79,2935,2212
4,2404,53,2834,2212
11,2395,63,2836,2212
5,2243,87,2710,2212
18,2420,84,2885,2212
0,2431,96,2953,2212
1,2323,61,2755,2212
11,2515,60,2996,2212
19,2426,88,2873,2212
14,2508,68,3000,2212
19,2513,65,2971,2212
5,2349,92,2841,2212
6,2413,78,2867,2212
11,2513,78,2985,2212
16,2389,54,2873,2212
1,2522,58,2970,2212
17,2395,70,2824,2212
2,2402,65,2896,2212
13,2283,99,2719,2212
1,2678,82,3179,2528
11,2603,69,3051,2528
3,2701,86,3129,2528
9,2807,57,3285,2528
0,2748,50,3184,2528
16,2634,62,3067,2528
8,2541,95,3034,2528
10,2594,86,3060,2528
1,2648,100,3156,2528
14,2778,91,3263,2528
11,2837,78,3278,2528
10,2610,68,3068,2528
13,2763,82,3243,2528
10,2578,52,3057,2528
4,2819,50,3333,2528
0,2826,91,3259,2528
11,2685,85,3203,2528
5,2568,100,3056,2528
4,2741,60,3245,2528
14,2714,71,3186,2528
1,2911,88,3349,2844
12,3106,88,3601,2844
18,3133,78,3615,2844
19,2947,52,3427,2844
16,2925,84,3381,2844
3,2970,78,3418,2844
15,3015,73,3530,2844
3,3123,72,3565,2844
2,2998,53,3473,2844
12,2967,52,3486,2844
7,2956,55,3454,2844
12,2908,81,3405,2844
14,2982,97,3502,2844
17,3135,52,3655,2844
17,3127,80,3585,2844
10,3005,73,3509,2844
3,3131,84,3607,2844
19,2914,82,3367,2844
17,2969,73,3463,2844
14,3061,58,3491,2844
8,3161,76,3598,3160
5,3268,75,3722,3160
1,3191,55,3627,3160
15,3359,91,3810,3160
0,3314,70,3821,3160
7,3253,86,3751,3160
19,3307,60,3740,3160
0,3166,94,3637,3160
1,3377,80,3874,3160
19,3265,100,3738,3160
4,3174,74,3659,3160
13,3287,52,3729,3160
0,3300,96,3780,3160
18,3417,76,3922,3160
12,3252,84,3737,3160
12,3271,62,3769,3160
10,3388,68,3866,3160
9,3453,52,3922,3160
0,3341,86,3827,3160
2,3263,72,3700,3160
