2,760,98,1045,0
6,749,91,999,0
18,700,69,1032,0
19,406,79,714,0
0,246,62,578,0
18,222,96,534,0
15,409,85,731,0
4,948,51,1222,0
18,1272,62,1523,0
6,971,51,1221,0
10,977,60,1233,0
17,1562,60,1846,0
0,872,72,1142,0
17,521,77,786,0
19,1063,82,1311,0
9,1437,75,1700,0
13,1311,80,1585,0
7,675,91,980,0
1,803,91,1114,0
8,551,50,863,0
6,825,73,1118,0
7,1275,97,1579,0
17,1115,69,1398,0
4,1449,55,1781,0
4,335,74,626,0
6,690,54,1010,0
18,640,77,920,0
18,176,79,480,0
16,195,61,436,0
19,879,99,1128,0
17,485,75,813,0
12,831,96,1163,0
13,309,91,577,0
8,1097,95,1410,0
19,1268,54,1518,0
5,112,92,368,0
6,1566,97,1877,0
15,1242,94,1537,0
14,851,65,1162,0
15,940,65,1193,0
17,1340,75,1665,0
19,101,67,399,0
9,900,89,1159,0
13,1433,56,1709,0
7,477,70,724,0
8,1542,70,1867,0
18,267,96,564,0
18,672,56,925,0
10,757,73,1074,0
0,1120,76,1365,0
