15,632,51,1071,316
15,516,91,963,316
7,351,55,871,316
8,386,84,832,316
17,351,70,794,316
4,415,94,904,316
6,429,64,861,316
15,351,61,802,316
13,553,90,1025,316
6,344,93,833,316
13,612,98,1133,316
9,484,63,982,316
13,569,87,1030,316
15,323,85,818,316
16,522,89,988,316
9,619,75,1062,316
1,495,83,1006,316
15,333,74,783,316
1,574,61,1059,316
6,579,91,1039,316
0,772,68,1244,632
3,717,88,1179,632
19,868,57,1334,632
8,863,71,1304,632
10,669,88,1123,632
11,940,70,1396,632
12,822,65,1257,632
9,850,91,1368,632
8,752,87,1272,632
13,859,88,1379,632
8,843,96,1332,632
15,861,52,1331,632
19,900,50,1366,632
15,662,69,1167,632
18,840,66,1280,632
17,852,83,1308,632
8,810,90,1314,632
12,744,62,1240,632
3,895,67,1359,632
3,905,55,1373,632
3,1009,95,1529,948
5,1092,97,1601,948
9,1127,88,1592,948
13,1156,92,1617,948
18,1044,65,1541,948
14,995,98,1502,948
5,1261,95,1695,948
19,1003,85,1523,948
7,1029,86,1467,948
7,1119,96,1628,948
17,995,90,1494,948
0,1050,88,1494,948
19,1126,78,1639,948
13,1255,63,1699,948
15,1222,91,1667,948
16,1070,98,1561,948
9,1191,58,1666,948
12,1153,59,1641,948
19,1243,76,1732,948
7,1097,100,1577,948
10,1506,84,1975,1264
15,1437,74,1934,1264
19,1560,70,2036,1264
4,1535,87,2018,1264
2,1387,78,1841,1264
19,1579,73,2024,1264
8,1410,50,1839,1264
5,1500,100,1934,1264
0,1332,97,1854,1264
19,1445,87,1897,1264
4,1355,64,1833,1264
8,1416,91,1886,1264
16,1556,61,2022,1264
5,1483,89,1925,1264
6,1269,67,1763,1264
19,1555,63,2052,1264
5,1568,90,2050,1264
11,1285,82,1749,1264
15,1447,70,1875,1264
13,1489,96,1957,1264
9,1667,63,2164,1580
7,1657,58,2149,1580
11,1885,88,2341,1580
19,1774,74,2296,1580
6,1862,88,2350,1580
18,1610,76,2111,1580
15,1727,91,2192,1580
0,1585,94,2024,1580
5,1637,93,2072,1580
14,1866,77,2348,1580
11,1732,61,2251,1580
4,1720,80,2211,1580
1,1736,52,2249,1580
10,1833,83,2280,1580
8,1586,62,2101,1580
15,1877,54,2307,1580
19,1710,59,2161,1580
3,1654,94,2094,1580
18,1843,84,2358,1580
18,1661,86,2171,1580
1,1983,51,2449,1896
16,1928,74,2423,1896
13,2126,57,2627,1896
5,2076,65,2553,1896
17,2182,70,2641,1896
19,2041,96,2513,1896
15,2177,90,2671,1896
11,1951,82,2426,1896
2,2129,86,2614,1896
2,1944,61,2449,1896
12,2066,50,2519,1896
14,2162,81,2642,1896
12,2185,55,2663,1896
1,1956,97,2396,1896
18,2076,75,2534,1896
18,1957,97,2400,1896
8,2208,59,2658,1896
6,2033,92,2534,1896
14,2182,54,2661,1896
9,2008,55,2446,1896
14,2222,88,2702,2212
13,2343,96,2781,2212
19,2298,91,2748,2212
2,2243,54,2726,2212
6,2353,77,2825,2212
14,2427,70,2906,2212
18,2470,69,2919,2212
7,2419,66,2851,2212
15,2384,67,2831,2212
14,2443,75,2882,2212
9,2476,70,2940,2212
19,2445,76,2912,2212
18,2464,92,2919,2212
1,2316,60,2832,2212
14,2269,60,2711,2212
11,2434,84,2876,2212
12,2225,75,2742,2212
10,2509,83,3019,2212
4,2221,89,2733,2212
6,2343,66,2838,2212
8,2763,87,3278,2528
6,2585,100,3026,2528
19,2657,99,3155,2528
3,2556,92,3066,2528
15,2572,77,3033,2528
14,2778,79,3276,2528
19,2793,96,3253,2528
0,2549,89,3008,2528
16,2607,92,3050,2528
11,2655,82,3115,2528
15,2699,70,3131,2528
9,2815,70,3299,2528
14,2656,81,3110,2528
5,2568,91,3031,2528
6,2591,73,3077,2528
1,2664,59,3120,2528
3,2798,65,3301,2528
7,2771,81,3202,2528
5,2596,94,3047,2528
17,2595,52,3079,2528
10,2873,74,3332,2844
15,3118,90,3586,2844
0,3130,56,3642,2844
4,3159,66,3601,2844
5,2888,58,3348,2844
6,3075,70,3539,2844
2,2893,60,3395,2844
11,2895,65,3407,2844
7,3114,83,3543,2844
0,3014,61,3452,2844
16,2981,88,3429,2844
18,3064,54,3574,2844
9,3094,64,3610,2844
4,3050,70,3480,2844
12,3058,60,3519,2844
13,2884,88,3331,2844
1,3050,87,3522,2844
4,3004,61,3478,2844
7,3054,73,3522,2844
13,3151,83,3666,2844
6,3295,87,3745,3160
12,3410,78,3927,3160
9,3201,87,3723,3160
13,3371,74,3876,3160
13,3442,54,3875,3160
6,3315,61,3749,3160
0,3347,74,3811,3160
9,3405,75,3837,3160
5,3267,57,3719,3160
13,3230,93,3660,3160
9,3210,58,3647,3160
2,3402,77,3861,3160
9,3201,99,3631,3160
13,3236,81,3669,3160
10,3193,84,3686,3160
2,3289,72,3790,3160
19,3237,88,3688,3160
8,3173,77,3618,3160
10,3455,87,3915,3160
9,3332,88,3809,3160
